Population,NAME,state,county,tract,county_name
3895,"Census Tract 179, Kings County, New York",36,047,017900,Kings
3125,"Census Tract 180, Kings County, New York",36,047,018000,Kings
4204,"Census Tract 181, Kings County, New York",36,047,018100,Kings
3745,"Census Tract 182, Kings County, New York",36,047,018200,Kings
2784,"Census Tract 183, Kings County, New York",36,047,018300,Kings
2460,"Census Tract 184, Kings County, New York",36,047,018400,Kings
4461,"Census Tract 185.01, Kings County, New York",36,047,018501,Kings
2364,"Census Tract 186, Kings County, New York",36,047,018600,Kings
1336,"Census Tract 187, Kings County, New York",36,047,018700,Kings
2955,"Census Tract 188, Kings County, New York",36,047,018800,Kings
4853,"Census Tract 190, Kings County, New York",36,047,019000,Kings
3427,"Census Tract 191, Kings County, New York",36,047,019100,Kings
3541,"Census Tract 192, Kings County, New York",36,047,019200,Kings
6279,"Census Tract 193, Kings County, New York",36,047,019300,Kings
3570,"Census Tract 194, Kings County, New York",36,047,019400,Kings
3684,"Census Tract 195, Kings County, New York",36,047,019500,Kings
4691,"Census Tract 196, Kings County, New York",36,047,019600,Kings
3585,"Census Tract 197, Kings County, New York",36,047,019700,Kings
2061,"Census Tract 198, Kings County, New York",36,047,019800,Kings
3978,"Census Tract 199, Kings County, New York",36,047,019900,Kings
2442,"Census Tract 200, Kings County, New York",36,047,020000,Kings
3862,"Census Tract 201, Kings County, New York",36,047,020100,Kings
2147,"Census Tract 202, Kings County, New York",36,047,020200,Kings
2132,"Census Tract 203, Kings County, New York",36,047,020300,Kings
2040,"Census Tract 204, Kings County, New York",36,047,020400,Kings
3405,"Census Tract 205, Kings County, New York",36,047,020500,Kings
2505,"Census Tract 206, Kings County, New York",36,047,020600,Kings
4871,"Census Tract 207, Kings County, New York",36,047,020700,Kings
3782,"Census Tract 208, Kings County, New York",36,047,020800,Kings
4488,"Census Tract 210, Kings County, New York",36,047,021000,Kings
2505,"Census Tract 211, Kings County, New York",36,047,021100,Kings
5278,"Census Tract 212, Kings County, New York",36,047,021200,Kings
3880,"Census Tract 213, Kings County, New York",36,047,021300,Kings
2502,"Census Tract 214, Kings County, New York",36,047,021400,Kings
5569,"Census Tract 215, Kings County, New York",36,047,021500,Kings
4280,"Census Tract 216, Kings County, New York",36,047,021600,Kings
4351,"Census Tract 217, Kings County, New York",36,047,021700,Kings
4191,"Census Tract 218, Kings County, New York",36,047,021800,Kings
4225,"Census Tract 219, Kings County, New York",36,047,021900,Kings
5660,"Census Tract 220, Kings County, New York",36,047,022000,Kings
3897,"Census Tract 221, Kings County, New York",36,047,022100,Kings
5633,"Census Tract 222, Kings County, New York",36,047,022200,Kings
6117,"Census Tract 224, Kings County, New York",36,047,022400,Kings
2664,"Census Tract 226, Kings County, New York",36,047,022600,Kings
4515,"Census Tract 227, Kings County, New York",36,047,022700,Kings
3638,"Census Tract 228, Kings County, New York",36,047,022800,Kings
3923,"Census Tract 229, Kings County, New York",36,047,022900,Kings
4442,"Census Tract 230, Kings County, New York",36,047,023000,Kings
3832,"Census Tract 231, Kings County, New York",36,047,023100,Kings
6382,"Census Tract 232, Kings County, New York",36,047,023200,Kings
5961,"Census Tract 233, Kings County, New York",36,047,023300,Kings
5923,"Census Tract 234, Kings County, New York",36,047,023400,Kings
5921,"Census Tract 235, Kings County, New York",36,047,023500,Kings
6548,"Census Tract 236, Kings County, New York",36,047,023600,Kings
5414,"Census Tract 238, Kings County, New York",36,047,023800,Kings
5165,"Census Tract 240, Kings County, New York",36,047,024000,Kings
3175,"Census Tract 241, Kings County, New York",36,047,024100,Kings
3289,"Census Tract 242, Kings County, New York",36,047,024200,Kings
4347,"Census Tract 243, Kings County, New York",36,047,024300,Kings
3651,"Census Tract 244, Kings County, New York",36,047,024400,Kings
4257,"Census Tract 245, Kings County, New York",36,047,024500,Kings
3436,"Census Tract 246, Kings County, New York",36,047,024600,Kings
2820,"Census Tract 247, Kings County, New York",36,047,024700,Kings
2647,"Census Tract 248, Kings County, New York",36,047,024800,Kings
4264,"Census Tract 249, Kings County, New York",36,047,024900,Kings
1748,"Census Tract 250, Kings County, New York",36,047,025000,Kings
4209,"Census Tract 251, Kings County, New York",36,047,025100,Kings
5300,"Census Tract 252, Kings County, New York",36,047,025200,Kings
3517,"Census Tract 253, Kings County, New York",36,047,025300,Kings
3650,"Census Tract 254, Kings County, New York",36,047,025400,Kings
4799,"Census Tract 255, Kings County, New York",36,047,025500,Kings
3366,"Census Tract 256, Kings County, New York",36,047,025600,Kings
2822,"Census Tract 257, Kings County, New York",36,047,025700,Kings
5073,"Census Tract 258, Kings County, New York",36,047,025800,Kings
2328,"Census Tract 259.01, Kings County, New York",36,047,025901,Kings
3560,"Census Tract 259.02, Kings County, New York",36,047,025902,Kings
3656,"Census Tract 260, Kings County, New York",36,047,026000,Kings
6479,"Census Tract 261, Kings County, New York",36,047,026100,Kings
2726,"Census Tract 262, Kings County, New York",36,047,026200,Kings
2088,"Census Tract 263, Kings County, New York",36,047,026300,Kings
5103,"Census Tract 264, Kings County, New York",36,047,026400,Kings
4385,"Census Tract 265, Kings County, New York",36,047,026500,Kings
3961,"Census Tract 266, Kings County, New York",36,047,026600,Kings
4228,"Census Tract 267, Kings County, New York",36,047,026700,Kings
4686,"Census Tract 268, Kings County, New York",36,047,026800,Kings
3005,"Census Tract 269, Kings County, New York",36,047,026900,Kings
2719,"Census Tract 270, Kings County, New York",36,047,027000,Kings
3493,"Census Tract 271, Kings County, New York",36,047,027100,Kings
3633,"Census Tract 272, Kings County, New York",36,047,027200,Kings
3131,"Census Tract 273, Kings County, New York",36,047,027300,Kings
3272,"Census Tract 274, Kings County, New York",36,047,027400,Kings
4071,"Census Tract 275, Kings County, New York",36,047,027500,Kings
3886,"Census Tract 276, Kings County, New York",36,047,027600,Kings
4351,"Census Tract 277, Kings County, New York",36,047,027700,Kings
3542,"Census Tract 278, Kings County, New York",36,047,027800,Kings
3674,"Census Tract 279, Kings County, New York",36,047,027900,Kings
1862,"Census Tract 280, Kings County, New York",36,047,028000,Kings
4800,"Census Tract 281, Kings County, New York",36,047,028100,Kings
3282,"Census Tract 282, Kings County, New York",36,047,028200,Kings
3933,"Census Tract 283, Kings County, New York",36,047,028300,Kings
4396,"Census Tract 284, Kings County, New York",36,047,028400,Kings
636,"Census Tract 285.01, Kings County, New York",36,047,028501,Kings
2658,"Census Tract 285.02, Kings County, New York",36,047,028502,Kings
6094,"Census Tract 286, Kings County, New York",36,047,028600,Kings
3103,"Census Tract 287, Kings County, New York",36,047,028700,Kings
3900,"Census Tract 288, Kings County, New York",36,047,028800,Kings
3933,"Census Tract 289, Kings County, New York",36,047,028900,Kings
4377,"Census Tract 290, Kings County, New York",36,047,029000,Kings
3042,"Census Tract 291, Kings County, New York",36,047,029100,Kings
2781,"Census Tract 292, Kings County, New York",36,047,029200,Kings
3402,"Census Tract 293, Kings County, New York",36,047,029300,Kings
2298,"Census Tract 294, Kings County, New York",36,047,029400,Kings
3851,"Census Tract 295, Kings County, New York",36,047,029500,Kings
5993,"Census Tract 296, Kings County, New York",36,047,029600,Kings
3921,"Census Tract 297, Kings County, New York",36,047,029700,Kings
3955,"Census Tract 298, Kings County, New York",36,047,029800,Kings
2496,"Census Tract 299, Kings County, New York",36,047,029900,Kings
4224,"Census Tract 300, Kings County, New York",36,047,030000,Kings
2970,"Census Tract 301, Kings County, New York",36,047,030100,Kings
4391,"Census Tract 302, Kings County, New York",36,047,030200,Kings
4952,"Census Tract 303, Kings County, New York",36,047,030300,Kings
4686,"Census Tract 304, Kings County, New York",36,047,030400,Kings
7249,"Census Tract 305, Kings County, New York",36,047,030500,Kings
2215,"Census Tract 306, Kings County, New York",36,047,030600,Kings
5625,"Census Tract 307, Kings County, New York",36,047,030700,Kings
2314,"Census Tract 308, Kings County, New York",36,047,030800,Kings
2209,"Census Tract 309, Kings County, New York",36,047,030900,Kings
3191,"Census Tract 311, Kings County, New York",36,047,031100,Kings
5109,"Census Tract 313, Kings County, New York",36,047,031300,Kings
5142,"Census Tract 314.01, Kings County, New York",36,047,031401,Kings
0,"Census Tract 314.02, Kings County, New York",36,047,031402,Kings
5613,"Census Tract 315, Kings County, New York",36,047,031500,Kings
3999,"Census Tract 317.01, Kings County, New York",36,047,031701,Kings
3714,"Census Tract 317.02, Kings County, New York",36,047,031702,Kings
3452,"Census Tract 319, Kings County, New York",36,047,031900,Kings
5488,"Census Tract 321, Kings County, New York",36,047,032100,Kings
3509,"Census Tract 323, Kings County, New York",36,047,032300,Kings
6218,"Census Tract 325, Kings County, New York",36,047,032500,Kings
7075,"Census Tract 326, Kings County, New York",36,047,032600,Kings
3074,"Census Tract 327, Kings County, New York",36,047,032700,Kings
3090,"Census Tract 328, Kings County, New York",36,047,032800,Kings
5707,"Census Tract 329, Kings County, New York",36,047,032900,Kings
4423,"Census Tract 330, Kings County, New York",36,047,033000,Kings
4217,"Census Tract 331, Kings County, New York",36,047,033100,Kings
4503,"Census Tract 333, Kings County, New York",36,047,033300,Kings
3231,"Census Tract 335, Kings County, New York",36,047,033500,Kings
4765,"Census Tract 336, Kings County, New York",36,047,033600,Kings
2510,"Census Tract 337.01, Kings County, New York",36,047,033701,Kings
2116,"Census Tract 337.02, Kings County, New York",36,047,033702,Kings
4676,"Census Tract 339, Kings County, New York",36,047,033900,Kings
1958,"Census Tract 340, Kings County, New York",36,047,034000,Kings
2685,"Census Tract 341, Kings County, New York",36,047,034100,Kings
7060,"Census Tract 342, Kings County, New York",36,047,034200,Kings
5024,"Census Tract 343, Kings County, New York",36,047,034300,Kings
2738,"Census Tract 345, Kings County, New York",36,047,034500,Kings
3645,"Census Tract 347, Kings County, New York",36,047,034700,Kings
2828,"Census Tract 348, Kings County, New York",36,047,034800,Kings
2067,"Census Tract 349.01, Kings County, New York",36,047,034901,Kings
3347,"Census Tract 349.02, Kings County, New York",36,047,034902,Kings
3082,"Census Tract 350, Kings County, New York",36,047,035000,Kings
2243,"Census Tract 351.01, Kings County, New York",36,047,035101,Kings
2626,"Census Tract 351.02, Kings County, New York",36,047,035102,Kings
1367,"Census Tract 352, Kings County, New York",36,047,035200,Kings
2566,"Census Tract 353.01, Kings County, New York",36,047,035301,Kings
2811,"Census Tract 353.02, Kings County, New York",36,047,035302,Kings
5493,"Census Tract 354, Kings County, New York",36,047,035400,Kings
5192,"Census Tract 355, Kings County, New York",36,047,035500,Kings
2902,"Census Tract 356.01, Kings County, New York",36,047,035601,Kings
5474,"Census Tract 356.02, Kings County, New York",36,047,035602,Kings
2322,"Census Tract 357.01, Kings County, New York",36,047,035701,Kings
15,"Census Tract 357.02, Kings County, New York",36,047,035702,Kings
5617,"Census Tract 359, Kings County, New York",36,047,035900,Kings
3387,"Census Tract 360.01, Kings County, New York",36,047,036001,Kings
4203,"Census Tract 360.02, Kings County, New York",36,047,036002,Kings
2964,"Census Tract 361, Kings County, New York",36,047,036100,Kings
4140,"Census Tract 362, Kings County, New York",36,047,036200,Kings
5385,"Census Tract 363, Kings County, New York",36,047,036300,Kings
3006,"Census Tract 364, Kings County, New York",36,047,036400,Kings
2959,"Census Tract 365.01, Kings County, New York",36,047,036501,Kings
1902,"Census Tract 365.02, Kings County, New York",36,047,036502,Kings
4681,"Census Tract 366, Kings County, New York",36,047,036600,Kings
1796,"Census Tract 367, Kings County, New York",36,047,036700,Kings
6136,"Census Tract 369, Kings County, New York",36,047,036900,Kings
4750,"Census Tract 370, Kings County, New York",36,047,037000,Kings
4503,"Census Tract 371, Kings County, New York",36,047,037100,Kings
4385,"Census Tract 373, Kings County, New York",36,047,037300,Kings
4696,"Census Tract 374.01, Kings County, New York",36,047,037401,Kings
5367,"Census Tract 374.02, Kings County, New York",36,047,037402,Kings
3809,"Census Tract 375, Kings County, New York",36,047,037500,Kings
3970,"Census Tract 377, Kings County, New York",36,047,037700,Kings
3851,"Census Tract 379, Kings County, New York",36,047,037900,Kings
5313,"Census Tract 381, Kings County, New York",36,047,038100,Kings
5882,"Census Tract 382, Kings County, New York",36,047,038200,Kings
4338,"Census Tract 383, Kings County, New York",36,047,038300,Kings
3969,"Census Tract 385, Kings County, New York",36,047,038500,Kings
3812,"Census Tract 386, Kings County, New York",36,047,038600,Kings
4908,"Census Tract 387, Kings County, New York",36,047,038700,Kings
4047,"Census Tract 388, Kings County, New York",36,047,038800,Kings
3570,"Census Tract 389, Kings County, New York",36,047,038900,Kings
2321,"Census Tract 390, Kings County, New York",36,047,039000,Kings
5776,"Census Tract 391, Kings County, New York",36,047,039100,Kings
2908,"Census Tract 392, Kings County, New York",36,047,039200,Kings
4141,"Census Tract 393, Kings County, New York",36,047,039300,Kings
2187,"Census Tract 394, Kings County, New York",36,047,039400,Kings
4030,"Census Tract 395, Kings County, New York",36,047,039500,Kings
1948,"Census Tract 396, Kings County, New York",36,047,039600,Kings
3868,"Census Tract 397, Kings County, New York",36,047,039700,Kings
2841,"Census Tract 398, Kings County, New York",36,047,039800,Kings
4378,"Census Tract 399, Kings County, New York",36,047,039900,Kings
3281,"Census Tract 400, Kings County, New York",36,047,040000,Kings
3778,"Census Tract 401, Kings County, New York",36,047,040100,Kings
3025,"Census Tract 402, Kings County, New York",36,047,040200,Kings
3892,"Census Tract 403, Kings County, New York",36,047,040300,Kings
2812,"Census Tract 404, Kings County, New York",36,047,040400,Kings
1829,"Census Tract 405, Kings County, New York",36,047,040500,Kings
3599,"Census Tract 406, Kings County, New York",36,047,040600,Kings
6,"Census Tract 407, Kings County, New York",36,047,040700,Kings
3933,"Census Tract 408, Kings County, New York",36,047,040800,Kings
3800,"Census Tract 409, Kings County, New York",36,047,040900,Kings
2136,"Census Tract 410, Kings County, New York",36,047,041000,Kings
3332,"Census Tract 411, Kings County, New York",36,047,041100,Kings
3375,"Census Tract 412, Kings County, New York",36,047,041200,Kings
3951,"Census Tract 413, Kings County, New York",36,047,041300,Kings
1480,"Census Tract 414.01, Kings County, New York",36,047,041401,Kings
1855,"Census Tract 414.02, Kings County, New York",36,047,041402,Kings
4032,"Census Tract 415, Kings County, New York",36,047,041500,Kings
2112,"Census Tract 416, Kings County, New York",36,047,041600,Kings
3348,"Census Tract 417, Kings County, New York",36,047,041700,Kings
2645,"Census Tract 418, Kings County, New York",36,047,041800,Kings
3880,"Census Tract 419, Kings County, New York",36,047,041900,Kings
1912,"Census Tract 420, Kings County, New York",36,047,042000,Kings
4866,"Census Tract 421, Kings County, New York",36,047,042100,Kings
3663,"Census Tract 422, Kings County, New York",36,047,042200,Kings
4566,"Census Tract 423, Kings County, New York",36,047,042300,Kings
4175,"Census Tract 424, Kings County, New York",36,047,042400,Kings
3026,"Census Tract 425, Kings County, New York",36,047,042500,Kings
4350,"Census Tract 426, Kings County, New York",36,047,042600,Kings
4920,"Census Tract 427, Kings County, New York",36,047,042700,Kings
4290,"Census Tract 428, Kings County, New York",36,047,042800,Kings
5556,"Census Tract 429, Kings County, New York",36,047,042900,Kings
3842,"Census Tract 430, Kings County, New York",36,047,043000,Kings
4884,"Census Tract 431, Kings County, New York",36,047,043100,Kings
4514,"Census Tract 432, Kings County, New York",36,047,043200,Kings
3843,"Census Tract 433, Kings County, New York",36,047,043300,Kings
3866,"Census Tract 434, Kings County, New York",36,047,043400,Kings
4709,"Census Tract 435, Kings County, New York",36,047,043500,Kings
4694,"Census Tract 436, Kings County, New York",36,047,043600,Kings
5282,"Census Tract 437, Kings County, New York",36,047,043700,Kings
2905,"Census Tract 438, Kings County, New York",36,047,043800,Kings
4097,"Census Tract 439, Kings County, New York",36,047,043900,Kings
2878,"Census Tract 440, Kings County, New York",36,047,044000,Kings
5526,"Census Tract 441, Kings County, New York",36,047,044100,Kings
2631,"Census Tract 442, Kings County, New York",36,047,044200,Kings
5195,"Census Tract 443, Kings County, New York",36,047,044300,Kings
3260,"Census Tract 444, Kings County, New York",36,047,044400,Kings
4207,"Census Tract 445, Kings County, New York",36,047,044500,Kings
2026,"Census Tract 446, Kings County, New York",36,047,044600,Kings
2459,"Census Tract 447, Kings County, New York",36,047,044700,Kings
1965,"Census Tract 448, Kings County, New York",36,047,044800,Kings
2694,"Census Tract 449.01, Kings County, New York",36,047,044901,Kings
44,"Census Tract 449.02, Kings County, New York",36,047,044902,Kings
645,"Census Tract 450, Kings County, New York",36,047,045000,Kings
2618,"Census Tract 452, Kings County, New York",36,047,045200,Kings
1886,"Census Tract 453, Kings County, New York",36,047,045300,Kings
2036,"Census Tract 454, Kings County, New York",36,047,045400,Kings
2767,"Census Tract 456, Kings County, New York",36,047,045600,Kings
1558,"Census Tract 458, Kings County, New York",36,047,045800,Kings
3828,"Census Tract 460, Kings County, New York",36,047,046000,Kings
2700,"Census Tract 462.01, Kings County, New York",36,047,046201,Kings
1891,"Census Tract 462.02, Kings County, New York",36,047,046202,Kings
2732,"Census Tract 464, Kings County, New York",36,047,046400,Kings
2138,"Census Tract 468, Kings County, New York",36,047,046800,Kings
2823,"Census Tract 470, Kings County, New York",36,047,047000,Kings
3099,"Census Tract 472, Kings County, New York",36,047,047200,Kings
3232,"Census Tract 474, Kings County, New York",36,047,047400,Kings
4054,"Census Tract 476, Kings County, New York",36,047,047600,Kings
4226,"Census Tract 477, Kings County, New York",36,047,047700,Kings
5308,"Census Tract 478, Kings County, New York",36,047,047800,Kings
3824,"Census Tract 480, Kings County, New York",36,047,048000,Kings
3105,"Census Tract 481, Kings County, New York",36,047,048100,Kings
6122,"Census Tract 482, Kings County, New York",36,047,048200,Kings
5922,"Census Tract 484, Kings County, New York",36,047,048400,Kings
2470,"Census Tract 485, Kings County, New York",36,047,048500,Kings
3597,"Census Tract 486, Kings County, New York",36,047,048600,Kings
4536,"Census Tract 488, Kings County, New York",36,047,048800,Kings
3757,"Census Tract 489, Kings County, New York",36,047,048900,Kings
6036,"Census Tract 490, Kings County, New York",36,047,049000,Kings
6366,"Census Tract 491, Kings County, New York",36,047,049100,Kings
3366,"Census Tract 492, Kings County, New York",36,047,049200,Kings
1897,"Census Tract 493.01, Kings County, New York",36,047,049301,Kings
5476,"Census Tract 493.02, Kings County, New York",36,047,049302,Kings
5527,"Census Tract 494, Kings County, New York",36,047,049400,Kings
3114,"Census Tract 495, Kings County, New York",36,047,049500,Kings
4646,"Census Tract 496, Kings County, New York",36,047,049600,Kings
3141,"Census Tract 497, Kings County, New York",36,047,049700,Kings
4517,"Census Tract 498, Kings County, New York",36,047,049800,Kings
2147,"Census Tract 499, Kings County, New York",36,047,049900,Kings
2062,"Census Tract 500.01, Kings County, New York",36,047,050001,Kings
1607,"Census Tract 500.02, Kings County, New York",36,047,050002,Kings
2951,"Census Tract 501, Kings County, New York",36,047,050100,Kings
2312,"Census Tract 502.02, Kings County, New York",36,047,050202,Kings
2759,"Census Tract 503, Kings County, New York",36,047,050300,Kings
2997,"Census Tract 504.01, Kings County, New York",36,047,050401,Kings
2004,"Census Tract 504.02, Kings County, New York",36,047,050402,Kings
4567,"Census Tract 505, Kings County, New York",36,047,050500,Kings
5612,"Census Tract 506, Kings County, New York",36,047,050600,Kings
3545,"Census Tract 507, Kings County, New York",36,047,050700,Kings
4311,"Census Tract 508.01, Kings County, New York",36,047,050801,Kings
2548,"Census Tract 508.03, Kings County, New York",36,047,050803,Kings
6196,"Census Tract 508.04, Kings County, New York",36,047,050804,Kings
5112,"Census Tract 509, Kings County, New York",36,047,050900,Kings
3740,"Census Tract 510.01, Kings County, New York",36,047,051001,Kings
4600,"Census Tract 510.02, Kings County, New York",36,047,051002,Kings
4545,"Census Tract 511, Kings County, New York",36,047,051100,Kings
5946,"Census Tract 512, Kings County, New York",36,047,051200,Kings
5526,"Census Tract 513, Kings County, New York",36,047,051300,Kings
7023,"Census Tract 514, Kings County, New York",36,047,051400,Kings
2451,"Census Tract 515, Kings County, New York",36,047,051500,Kings
5407,"Census Tract 516.01, Kings County, New York",36,047,051601,Kings
3874,"Census Tract 516.02, Kings County, New York",36,047,051602,Kings
2636,"Census Tract 517, Kings County, New York",36,047,051700,Kings
3528,"Census Tract 518, Kings County, New York",36,047,051800,Kings
6101,"Census Tract 519, Kings County, New York",36,047,051900,Kings
4175,"Census Tract 520, Kings County, New York",36,047,052000,Kings
5405,"Census Tract 523, Kings County, New York",36,047,052300,Kings
3720,"Census Tract 525, Kings County, New York",36,047,052500,Kings
4353,"Census Tract 526, Kings County, New York",36,047,052600,Kings
6045,"Census Tract 527, Kings County, New York",36,047,052700,Kings
1804,"Census Tract 528, Kings County, New York",36,047,052800,Kings
4299,"Census Tract 529, Kings County, New York",36,047,052900,Kings
3606,"Census Tract 530, Kings County, New York",36,047,053000,Kings
2997,"Census Tract 531.01, Kings County, New York",36,047,053101,Kings
5890,"Census Tract 531.02, Kings County, New York",36,047,053102,Kings
2510,"Census Tract 532, Kings County, New York",36,047,053200,Kings
7115,"Census Tract 533, Kings County, New York",36,047,053300,Kings
4777,"Census Tract 534, Kings County, New York",36,047,053400,Kings
4469,"Census Tract 535, Kings County, New York",36,047,053500,Kings
4304,"Census Tract 537, Kings County, New York",36,047,053700,Kings
5535,"Census Tract 538, Kings County, New York",36,047,053800,Kings
2668,"Census Tract 539, Kings County, New York",36,047,053900,Kings
4750,"Census Tract 542, Kings County, New York",36,047,054200,Kings
5,"Census Tract 543, Kings County, New York",36,047,054300,Kings
3785,"Census Tract 544, Kings County, New York",36,047,054400,Kings
7304,"Census Tract 545, Kings County, New York",36,047,054500,Kings
5409,"Census Tract 546, Kings County, New York",36,047,054600,Kings
7855,"Census Tract 547, Kings County, New York",36,047,054700,Kings
2189,"Census Tract 548, Kings County, New York",36,047,054800,Kings
4748,"Census Tract 549, Kings County, New York",36,047,054900,Kings
3956,"Census Tract 550, Kings County, New York",36,047,055000,Kings
6343,"Census Tract 551, Kings County, New York",36,047,055100,Kings
3735,"Census Tract 552, Kings County, New York",36,047,055200,Kings
3078,"Census Tract 553, Kings County, New York",36,047,055300,Kings
4813,"Census Tract 554, Kings County, New York",36,047,055400,Kings
8688,"Census Tract 555, Kings County, New York",36,047,055500,Kings
3880,"Census Tract 556, Kings County, New York",36,047,055600,Kings
1848,"Census Tract 557, Kings County, New York",36,047,055700,Kings
2736,"Census Tract 558, Kings County, New York",36,047,055800,Kings
3882,"Census Tract 560, Kings County, New York",36,047,056000,Kings
3460,"Census Tract 561, Kings County, New York",36,047,056100,Kings
1695,"Census Tract 562, Kings County, New York",36,047,056200,Kings
4923,"Census Tract 563.01, Kings County, New York",36,047,056301,Kings
2002,"Census Tract 563.02, Kings County, New York",36,047,056302,Kings
2626,"Census Tract 564, Kings County, New York",36,047,056400,Kings
3738,"Census Tract 565, Kings County, New York",36,047,056500,Kings
2548,"Census Tract 566, Kings County, New York",36,047,056600,Kings
1310,"Census Tract 568, Kings County, New York",36,047,056800,Kings
1624,"Census Tract 569, Kings County, New York",36,047,056900,Kings
3534,"Census Tract 570, Kings County, New York",36,047,057000,Kings
4267,"Census Tract 571, Kings County, New York",36,047,057100,Kings
5221,"Census Tract 572, Kings County, New York",36,047,057200,Kings
2590,"Census Tract 573, Kings County, New York",36,047,057300,Kings
2560,"Census Tract 574, Kings County, New York",36,047,057400,Kings
4902,"Census Tract 575, Kings County, New York",36,047,057500,Kings
2912,"Census Tract 576, Kings County, New York",36,047,057600,Kings
3332,"Census Tract 578, Kings County, New York",36,047,057800,Kings
1416,"Census Tract 579.01, Kings County, New York",36,047,057901,Kings
0,"Census Tract 579.02, Kings County, New York",36,047,057902,Kings
3502,"Census Tract 580, Kings County, New York",36,047,058000,Kings
3044,"Census Tract 582, Kings County, New York",36,047,058200,Kings
3797,"Census Tract 584, Kings County, New York",36,047,058400,Kings
2655,"Census Tract 586, Kings County, New York",36,047,058600,Kings
3532,"Census Tract 588, Kings County, New York",36,047,058800,Kings
1781,"Census Tract 589.01, Kings County, New York",36,047,058901,Kings
0,"Census Tract 589.02, Kings County, New York",36,047,058902,Kings
2014,"Census Tract 590, Kings County, New York",36,047,059000,Kings
3856,"Census Tract 591, Kings County, New York",36,047,059100,Kings
4268,"Census Tract 592, Kings County, New York",36,047,059200,Kings
2274,"Census Tract 593, Kings County, New York",36,047,059300,Kings
5105,"Census Tract 594.02, Kings County, New York",36,047,059402,Kings
3779,"Census Tract 594.03, Kings County, New York",36,047,059403,Kings
4426,"Census Tract 594.04, Kings County, New York",36,047,059404,Kings
2569,"Census Tract 596, Kings County, New York",36,047,059600,Kings
3617,"Census Tract 598, Kings County, New York",36,047,059800,Kings
6844,"Census Tract 600, Kings County, New York",36,047,060000,Kings
3178,"Census Tract 606, Kings County, New York",36,047,060600,Kings
4015,"Census Tract 608, Kings County, New York",36,047,060800,Kings
5064,"Census Tract 610.02, Kings County, New York",36,047,061002,Kings
2418,"Census Tract 610.03, Kings County, New York",36,047,061003,Kings
6669,"Census Tract 610.04, Kings County, New York",36,047,061004,Kings
1063,"Census Tract 612, Kings County, New York",36,047,061200,Kings
1854,"Census Tract 616, Kings County, New York",36,047,061600,Kings
1767,"Census Tract 620, Kings County, New York",36,047,062000,Kings
3325,"Census Tract 622, Kings County, New York",36,047,062200,Kings
3152,"Census Tract 626, Kings County, New York",36,047,062600,Kings
5222,"Census Tract 628, Kings County, New York",36,047,062800,Kings
1476,"Census Tract 632, Kings County, New York",36,047,063200,Kings
1317,"Census Tract 636, Kings County, New York",36,047,063600,Kings
1617,"Census Tract 638, Kings County, New York",36,047,063800,Kings
1620,"Census Tract 640, Kings County, New York",36,047,064000,Kings
2865,"Census Tract 642, Kings County, New York",36,047,064200,Kings
2702,"Census Tract 644, Kings County, New York",36,047,064400,Kings
2226,"Census Tract 646, Kings County, New York",36,047,064600,Kings
1993,"Census Tract 648, Kings County, New York",36,047,064800,Kings
1439,"Census Tract 650, Kings County, New York",36,047,065000,Kings
1197,"Census Tract 652, Kings County, New York",36,047,065200,Kings
1681,"Census Tract 654, Kings County, New York",36,047,065400,Kings
1795,"Census Tract 656, Kings County, New York",36,047,065600,Kings
1844,"Census Tract 658, Kings County, New York",36,047,065800,Kings
1762,"Census Tract 660, Kings County, New York",36,047,066000,Kings
1497,"Census Tract 662, Kings County, New York",36,047,066200,Kings
1,"Census Tract 666, Kings County, New York",36,047,066600,Kings
2876,"Census Tract 670, Kings County, New York",36,047,067000,Kings
1435,"Census Tract 672, Kings County, New York",36,047,067200,Kings
1992,"Census Tract 674, Kings County, New York",36,047,067400,Kings
1622,"Census Tract 676, Kings County, New York",36,047,067600,Kings
2874,"Census Tract 678, Kings County, New York",36,047,067800,Kings
1887,"Census Tract 680, Kings County, New York",36,047,068000,Kings
2489,"Census Tract 682, Kings County, New York",36,047,068200,Kings
1749,"Census Tract 686, Kings County, New York",36,047,068600,Kings
1706,"Census Tract 688, Kings County, New York",36,047,068800,Kings
1880,"Census Tract 690, Kings County, New York",36,047,069000,Kings
2512,"Census Tract 692, Kings County, New York",36,047,069200,Kings
3932,"Census Tract 696.01, Kings County, New York",36,047,069601,Kings
6275,"Census Tract 696.02, Kings County, New York",36,047,069602,Kings
1417,"Census Tract 698, Kings County, New York",36,047,069800,Kings
1650,"Census Tract 700, Kings County, New York",36,047,070000,Kings
6719,"Census Tract 702.01, Kings County, New York",36,047,070201,Kings
21,"Census Tract 702.02, Kings County, New York",36,047,070202,Kings
0,"Census Tract 702.03, Kings County, New York",36,047,070203,Kings
2703,"Census Tract 706.01, Kings County, New York",36,047,070601,Kings
4,"Census Tract 706.02, Kings County, New York",36,047,070602,Kings
2205,"Census Tract 720, Kings County, New York",36,047,072000,Kings
2893,"Census Tract 722, Kings County, New York",36,047,072200,Kings
1911,"Census Tract 724, Kings County, New York",36,047,072400,Kings
2582,"Census Tract 726, Kings County, New York",36,047,072600,Kings
3645,"Census Tract 728, Kings County, New York",36,047,072800,Kings
2170,"Census Tract 730, Kings County, New York",36,047,073000,Kings
